Current (A);Voltage (V);Electron current (pA) Run #23
-1.905E-11;48.887;19.054
-1.886E-11;48.904;18.861
-1.865E-11;48.915;18.647
-1.847E-11;48.917;18.471
-1.834E-11;48.928;18.336
-1.823E-11;48.971;18.234
-1.813E-11;49.072;18.131
-1.795E-11;49.182;17.951
-1.767E-11;49.220;17.666
-1.733E-11;49.250;17.335
-1.701E-11;49.248;17.014
-1.677E-11;49.249;16.773
-1.662E-11;49.255;16.616
-1.652E-11;49.314;16.518
-1.642E-11;49.355;16.423
-1.629E-11;49.381;16.294
-1.615E-11;49.386;16.152
-1.602E-11;49.392;16.019
-1.591E-11;49.419;15.911
-1.583E-11;49.486;15.825
-1.572E-11;49.574;15.716
-1.555E-11;49.598;15.551
-1.536E-11;49.617;15.355
-1.518E-11;49.620;15.180
-1.504E-11;49.624;15.043
-1.495E-11;49.660;14.948
-1.488E-11;49.733;14.876
-1.478E-11;49.796;14.775
-1.465E-11;49.825;14.648
-1.451E-11;49.834;14.513
-1.439E-11;49.835;14.392
-1.430E-11;49.840;14.298
-1.424E-11;49.904;14.241
-1.419E-11;50.019;14.185
-1.410E-11;50.126;14.101
-1.398E-11;50.185;13.985
-1.386E-11;50.197;13.859
-1.375E-11;50.215;13.752
-1.368E-11;50.229;13.676
-1.363E-11;50.226;13.626
-1.361E-11;50.272;13.614
-1.360E-11;50.392;13.599
-1.361E-11;50.468;13.609
-1.362E-11;50.493;13.619
-1.364E-11;50.503;13.642
-1.367E-11;50.506;13.667
-1.370E-11;50.495;13.696
-1.372E-11;50.506;13.719
-1.374E-11;50.505;13.743
-1.377E-11;50.507;13.769
-1.379E-11;50.535;13.791
-1.382E-11;50.596;13.819
-1.387E-11;50.627;13.869
-1.394E-11;50.640;13.937
-1.401E-11;50.646;14.009
-1.407E-11;50.648;14.072
-1.413E-11;50.645;14.128
-1.417E-11;50.656;14.173
-1.422E-11;50.650;14.215
-1.425E-11;50.659;14.252
-1.429E-11;50.679;14.289
-1.434E-11;50.727;14.336
-1.440E-11;50.764;14.402
-1.449E-11;50.781;14.494
-1.459E-11;50.786;14.590
-1.469E-11;50.788;14.685
-1.476E-11;50.789;14.759
-1.483E-11;50.816;14.826
-1.489E-11;50.856;14.889
-1.498E-11;50.912;14.980
-1.511E-11;50.937;15.109
-1.527E-11;50.946;15.272
-1.542E-11;50.951;15.424
-1.555E-11;50.951;15.549
-1.564E-11;50.951;15.641
-1.571E-11;50.952;15.711
-1.576E-11;50.982;15.764
-1.583E-11;51.034;15.829
-1.594E-11;51.053;15.944
-1.608E-11;51.061;16.081
-1.622E-11;51.066;16.224
-1.635E-11;51.117;16.345
-1.649E-11;51.181;16.488
-1.668E-11;51.236;16.678
-1.695E-11;51.256;16.947
-1.724E-11;51.261;17.236
-1.748E-11;51.264;17.477
-1.766E-11;51.265;17.659
-1.779E-11;51.304;17.789
-1.792E-11;51.378;17.920
-1.813E-11;51.414;18.134
-1.840E-11;51.424;18.404
-1.868E-11;51.434;18.678
-1.893E-11;51.434;18.927
-1.911E-11;51.445;19.114
-1.927E-11;51.513;19.267
-1.946E-11;51.550;19.460
-1.971E-11;51.561;19.709
-1.996E-11;51.560;19.964
-2.019E-11;51.568;20.194
-2.037E-11;51.574;20.367
-2.049E-11;51.594;20.490
-2.062E-11;51.659;20.617
-2.082E-11;51.742;20.821
-2.117E-11;51.777;21.171
-2.161E-11;51.791;21.610
-2.202E-11;51.795;22.018
-2.234E-11;51.800;22.342
-2.256E-11;51.795;22.563
-2.272E-11;51.832;22.717
-2.286E-11;51.918;22.863
-2.316E-11;51.996;23.156
-2.363E-11;52.026;23.629
-2.415E-11;52.037;24.148
-2.461E-11;52.039;24.609
-2.498E-11;52.040;24.981
-2.524E-11;52.051;25.236
-2.539E-11;52.087;25.394
-2.557E-11;52.181;25.568
-2.589E-11;52.247;25.891
-2.638E-11;52.275;26.376
-2.692E-11;52.278;26.918
-2.738E-11;52.279;27.383
-2.771E-11;52.281;27.715
-2.794E-11;52.325;27.941
-2.816E-11;52.397;28.165
-2.849E-11;52.436;28.489
-2.892E-11;52.454;28.922
-2.935E-11;52.457;29.348
-2.970E-11;52.461;29.698
-2.996E-11;52.467;29.957
-3.012E-11;52.472;30.125
-3.024E-11;52.514;30.240
-3.040E-11;52.557;30.401
-3.066E-11;52.577;30.657
-3.097E-11;52.584;30.969
-3.125E-11;52.588;31.254
-3.147E-11;52.586;31.469
-3.162E-11;52.608;31.619
-3.175E-11;52.657;31.749
-3.195E-11;52.690;31.949
-3.223E-11;52.704;32.226
-3.252E-11;52.708;32.520
-3.279E-11;52.708;32.785
-3.299E-11;52.713;32.986
-3.311E-11;52.759;33.108
-3.327E-11;52.817;33.271
-3.355E-11;52.843;33.551
-3.391E-11;52.854;33.905
-3.425E-11;52.869;34.253
-3.457E-11;52.984;34.570
-3.501E-11;53.079;35.011
-3.565E-11;53.119;35.646
-3.636E-11;53.145;36.363
-3.706E-11;53.223;37.057
-3.772E-11;53.350;37.716
-3.847E-11;53.384;38.470
-3.929E-11;53.399;39.285
-3.996E-11;53.407;39.964
-4.048E-11;53.456;40.485
-4.098E-11;53.652;40.981
-4.167E-11;53.776;41.668
-4.263E-11;53.822;42.626
-4.363E-11;53.837;43.628
-4.450E-11;53.856;44.497
-4.514E-11;53.937;45.144
-4.568E-11;54.035;45.677
-4.623E-11;54.059;46.235
-4.680E-11;54.066;46.798
-4.726E-11;54.082;47.256
-4.760E-11;54.165;47.605
-4.795E-11;54.242;47.948
-4.838E-11;54.269;48.383
-4.883E-11;54.275;48.826
-4.917E-11;54.291;49.175
-4.945E-11;54.363;49.446
-4.973E-11;54.473;49.732
-5.012E-11;54.531;50.115
-5.059E-11;54.544;50.593
-5.101E-11;54.544;51.013
-5.132E-11;54.549;51.323
-5.152E-11;54.622;51.523
-5.171E-11;54.706;51.709
-5.197E-11;54.740;51.973
-5.230E-11;54.743;52.297
-5.258E-11;54.744;52.576
-5.277E-11;54.751;52.770
-5.289E-11;54.825;52.890
-5.302E-11;54.895;53.023
-5.323E-11;54.922;53.226
-5.346E-11;54.934;53.464
-5.367E-11;54.974;53.669
-5.386E-11;55.070;53.856
-5.407E-11;55.106;54.074
-5.433E-11;55.129;54.326
-5.457E-11;55.149;54.571
-5.477E-11;55.253;54.772
-5.498E-11;55.337;54.983
-5.524E-11;55.367;55.236
-5.547E-11;55.384;55.471
-5.567E-11;55.438;55.671
-5.584E-11;55.550;55.842
-5.603E-11;55.605;56.026
-5.622E-11;55.625;56.217
-5.640E-11;55.635;56.396
-5.652E-11;55.655;56.521
-5.661E-11;55.791;56.614
-5.670E-11;55.902;56.704
-5.682E-11;55.947;56.819
-5.694E-11;55.964;56.941
-5.704E-11;56.042;57.041
-5.711E-11;56.170;57.108
-5.715E-11;56.213;57.153
-5.717E-11;56.239;57.170
-5.718E-11;56.251;57.179
-5.717E-11;56.362;57.167
-5.712E-11;56.529;57.120
-5.702E-11;56.582;57.021
-5.690E-11;56.600;56.896
-5.677E-11;56.611;56.770
-5.666E-11;56.688;56.657
-5.653E-11;56.824;56.531
-5.635E-11;56.888;56.347
-5.613E-11;56.914;56.132
-5.591E-11;56.970;55.910
-5.569E-11;57.089;55.695
-5.543E-11;57.165;55.431
-5.512E-11;57.205;55.124
-5.481E-11;57.218;54.811
-5.453E-11;57.303;54.528
-5.423E-11;57.376;54.231
-5.392E-11;57.403;53.917
-5.362E-11;57.415;53.615
-5.335E-11;57.457;53.350
-5.312E-11;57.536;53.120
-5.285E-11;57.582;52.852
-5.255E-11;57.602;52.550
-5.224E-11;57.680;52.237
-5.189E-11;57.861;51.891
-5.139E-11;57.959;51.391
-5.075E-11;57.996;50.745
-5.007E-11;58.009;50.070
-4.951E-11;58.073;49.509
-4.902E-11;58.231;49.020
-4.843E-11;58.312;48.429
-4.773E-11;58.342;47.734
-4.708E-11;58.348;47.076
-4.652E-11;58.370;46.515
-4.607E-11;58.428;46.074
-4.571E-11;58.464;45.713
-4.537E-11;58.470;45.367
-4.507E-11;58.481;45.073
-4.481E-11;58.517;44.813
-4.454E-11;58.594;44.543
-4.420E-11;58.631;44.195
-4.383E-11;58.643;43.825
-4.348E-11;58.663;43.475
-4.315E-11;58.780;43.146
-4.273E-11;58.849;42.727
-4.218E-11;58.880;42.180
-4.164E-11;58.890;41.636
-4.117E-11;58.910;41.167
-4.076E-11;58.937;40.756
-4.041E-11;58.943;40.411
-4.015E-11;58.976;40.151
-3.992E-11;59.020;39.924
-3.967E-11;59.037;39.671
-3.938E-11;59.060;39.377
-3.909E-11;59.076;39.095
-3.885E-11;59.095;38.845
-3.861E-11;59.205;38.607
-3.825E-11;59.252;38.247
-3.779E-11;59.272;37.791
-3.733E-11;59.302;37.327
-3.688E-11;59.398;36.883
-3.636E-11;59.598;36.359
-3.559E-11;59.780;35.586
-3.446E-11;59.851;34.456
-3.322E-11;59.880;33.220
-3.208E-11;59.907;32.078
-3.123E-11;59.896;31.232
-3.062E-11;59.901;30.623
-3.025E-11;59.898;30.255
-3.003E-11;59.899;30.035
-2.989E-11;59.900;29.888
-2.979E-11;59.919;29.794
-2.968E-11;60.013;29.683
-2.944E-11;60.059;29.444
-2.907E-11;60.079;29.066
-2.864E-11;60.087;28.637
-2.829E-11;60.111;28.286
-2.799E-11;60.138;27.992
-2.772E-11;60.148;27.725
-2.750E-11;60.157;27.499
-2.731E-11;60.159;27.313
-2.717E-11;60.171;27.169
-2.704E-11;60.246;27.037
-2.682E-11;60.289;26.820
-2.652E-11;60.306;26.523
-2.620E-11;60.312;26.203
-2.592E-11;60.315;25.922
-2.571E-11;60.316;25.710
-2.557E-11;60.351;25.567
-2.543E-11;60.408;25.431
-2.522E-11;60.437;25.223
-2.496E-11;60.440;24.960
-2.469E-11;60.453;24.686
-2.448E-11;60.454;24.478
-2.432E-11;60.487;24.323
-2.418E-11;60.538;24.176
-2.397E-11;60.559;23.969
-2.373E-11;60.568;23.727
-2.350E-11;60.573;23.498
-2.330E-11;60.573;23.304
-2.317E-11;60.600;23.172
-2.304E-11;60.669;23.041
-2.285E-11;60.707;22.847
-2.259E-11;60.732;22.595
-2.233E-11;60.741;22.329
-2.209E-11;60.737;22.093
-2.191E-11;60.738;21.911
-2.179E-11;60.750;21.793
-2.170E-11;60.797;21.701
-2.157E-11;60.871;21.573
-2.136E-11;60.901;21.363
-2.108E-11;60.914;21.083
-2.081E-11;60.924;20.806
-2.058E-11;60.922;20.584
-2.043E-11;60.922;20.431
-2.033E-11;60.932;20.335
-2.026E-11;60.978;20.263
-2.017E-11;61.024;20.170
-2.003E-11;61.052;20.029
-1.985E-11;61.067;19.852
-1.968E-11;61.062;19.683
-1.955E-11;61.069;19.545
-1.945E-11;61.069;19.447
-1.938E-11;61.067;19.385
-1.934E-11;61.082;19.342
-1.931E-11;61.112;19.309
-1.925E-11;61.136;19.249
-1.916E-11;61.160;19.164
-1.906E-11;61.195;19.060
-1.894E-11;61.238;18.935
-1.879E-11;61.297;18.792
-1.863E-11;61.312;18.630
-1.848E-11;61.317;18.480
-1.836E-11;61.320;18.356
-1.826E-11;61.323;18.264
-1.821E-11;61.332;18.207
-1.818E-11;61.360;18.175
-1.814E-11;61.414;18.138
-1.808E-11;61.437;18.076
-1.800E-11;61.453;17.997
-1.792E-11;61.485;17.922
-1.785E-11;61.500;17.851
-1.780E-11;61.513;17.797
-1.775E-11;61.508;17.750
-1.773E-11;61.508;17.728
-1.772E-11;61.511;17.717
-1.772E-11;61.511;17.716
-1.772E-11;61.513;17.720
-1.772E-11;61.572;17.719
-1.771E-11;61.599;17.710
-1.769E-11;61.618;17.695
-1.768E-11;61.628;17.683
-1.767E-11;61.635;17.675
-1.767E-11;61.635;17.672
-1.768E-11;61.629;17.677
-1.768E-11;61.633;17.683
-1.770E-11;61.626;17.699
-1.772E-11;61.650;17.715
-1.773E-11;61.698;17.726
-1.775E-11;61.722;17.748
-1.776E-11;61.732;17.765
-1.779E-11;61.733;17.789
-1.781E-11;61.733;17.810
-1.783E-11;61.737;17.834
-1.786E-11;61.735;17.856
-1.787E-11;61.730;17.873
-1.789E-11;61.738;17.894
-1.791E-11;61.749;17.914
-1.794E-11;61.808;17.939
-1.798E-11;61.860;17.976
-1.804E-11;61.884;18.040
-1.811E-11;61.896;18.113
-1.818E-11;61.895;18.182
-1.824E-11;61.900;18.244
-1.829E-11;61.896;18.288
-1.833E-11;61.896;18.331
-1.836E-11;61.892;18.358
-1.838E-11;61.895;18.381
-1.841E-11;61.896;18.407
-1.844E-11;61.928;18.441
-1.848E-11;61.962;18.482
-1.855E-11;61.996;18.546
-1.864E-11;62.021;18.641
-1.875E-11;62.031;18.752
-1.887E-11;62.039;18.869
-1.896E-11;62.037;18.965
-1.904E-11;62.038;19.040
-1.910E-11;62.035;19.099
-1.914E-11;62.035;19.141
-1.918E-11;62.055;19.178
-1.922E-11;62.127;19.223
-1.934E-11;62.184;19.339
-1.952E-11;62.205;19.522
-1.973E-11;62.215;19.734
-1.993E-11;62.215;19.930
-2.009E-11;62.217;20.090
-2.021E-11;62.219;20.208
-2.028E-11;62.219;20.284
-2.034E-11;62.219;20.344
-2.039E-11;62.229;20.388
-2.044E-11;62.257;20.435
-2.052E-11;62.285;20.517
-2.065E-11;62.302;20.648
-2.080E-11;62.308;20.799
-2.095E-11;62.312;20.950
-2.108E-11;62.310;21.084
-2.118E-11;62.316;21.180
-2.125E-11;62.318;21.250
-2.130E-11;62.323;21.301
-2.136E-11;62.359;21.360
-2.146E-11;62.416;21.458
-2.165E-11;62.458;21.648
-2.192E-11;62.478;21.920
-2.222E-11;62.487;22.221
-2.248E-11;62.487;22.478
-2.268E-11;62.491;22.679
-2.282E-11;62.503;22.820
-2.294E-11;62.569;22.939
-2.314E-11;62.640;23.142
-2.351E-11;62.671;23.509
-2.394E-11;62.683;23.938
-2.434E-11;62.687;24.342
-2.466E-11;62.688;24.662
-2.489E-11;62.681;24.893
-2.505E-11;62.695;25.047
-2.516E-11;62.735;25.155
-2.531E-11;62.784;25.312
-2.555E-11;62.789;25.548
-2.583E-11;62.793;25.828
-2.609E-11;62.798;26.088
-2.629E-11;62.802;26.294
-2.644E-11;62.799;26.437
-2.653E-11;62.799;26.531
-2.659E-11;62.809;26.592
-2.666E-11;62.858;26.665
-2.684E-11;62.886;26.841
-2.710E-11;62.900;27.104
-2.739E-11;62.905;27.387
-2.763E-11;62.919;27.634
-2.786E-11;62.972;27.860
-2.815E-11;63.053;28.152
-2.862E-11;63.138;28.619
-2.929E-11;63.155;29.289
-3.000E-11;63.168;30.003
-3.064E-11;63.217;30.636
-3.124E-11;63.303;31.238
-3.190E-11;63.347;31.904
-3.263E-11;63.358;32.633
-3.333E-11;63.392;33.326
-3.392E-11;63.444;33.922
-3.451E-11;63.465;34.511
-3.508E-11;63.472;35.081
-3.554E-11;63.538;35.539
-3.605E-11;63.632;36.047
-3.678E-11;63.668;36.777
-3.760E-11;63.712;37.599
-3.844E-11;63.842;38.438
-3.950E-11;63.904;39.497
-4.067E-11;63.927;40.674
-4.178E-11;64.010;41.784
-4.281E-11;64.204;42.812
-4.419E-11;64.330;44.185
-4.592E-11;64.366;45.915
-4.763E-11;64.416;47.629
-4.916E-11;64.546;49.158
-5.061E-11;64.610;50.613
-5.198E-11;64.631;51.985
-5.317E-11;64.675;53.170
-5.414E-11;64.734;54.144
-5.504E-11;64.757;55.038
-5.578E-11;64.766;55.780
-5.638E-11;64.827;56.382
-5.696E-11;64.880;56.962
-5.761E-11;64.897;57.606
-5.820E-11;64.905;58.195
-5.866E-11;64.906;58.658
-5.896E-11;64.909;58.962
-5.914E-11;64.936;59.143
-5.932E-11;65.046;59.319
-5.972E-11;65.105;59.724
-6.039E-11;65.127;60.385
-6.108E-11;65.178;61.079
-6.177E-11;65.305;61.771
-6.263E-11;65.379;62.626
-6.359E-11;65.408;63.594
-6.457E-11;65.423;64.569
-6.546E-11;65.480;65.464
-6.618E-11;65.611;66.185
-6.695E-11;65.665;66.946
-6.779E-11;65.687;67.787
-6.858E-11;65.695;68.585
-6.918E-11;65.733;69.178
-6.967E-11;65.851;69.669
-7.024E-11;65.900;70.236
-7.086E-11;65.915;70.857
-7.143E-11;65.922;71.426
-7.189E-11;65.921;71.887
-7.219E-11;65.970;72.194
-7.242E-11;66.055;72.423
-7.275E-11;66.116;72.752
-7.319E-11;66.135;73.188
-7.365E-11;66.228;73.648
-7.417E-11;66.350;74.173
-7.480E-11;66.388;74.804
-7.545E-11;66.407;75.446
-7.602E-11;66.485;76.018
-7.651E-11;66.623;76.506
-7.704E-11;66.695;77.038
-7.761E-11;66.725;77.613
-7.815E-11;66.804;78.148
-7.861E-11;66.921;78.606
-7.906E-11;66.974;79.064
-7.950E-11;66.977;79.497
-7.986E-11;66.993;79.864
-8.012E-11;67.038;80.117
-8.028E-11;67.121;80.282
-8.045E-11;67.198;80.450
-8.062E-11;67.211;80.624
-8.079E-11;67.233;80.791
-8.093E-11;67.348;80.929
-8.106E-11;67.439;81.063
-8.121E-11;67.472;81.211
-8.134E-11;67.486;81.338
-8.145E-11;67.528;81.447
-8.151E-11;67.576;81.508
-8.156E-11;67.595;81.555
-8.157E-11;67.604;81.575
-8.158E-11;67.663;81.576
-8.158E-11;67.766;81.576
-8.156E-11;67.808;81.563
-8.154E-11;67.825;81.545
-8.152E-11;67.912;81.519
-8.147E-11;68.047;81.474
-8.137E-11;68.114;81.374
-8.124E-11;68.140;81.237
-8.109E-11;68.160;81.093
-8.095E-11;68.208;80.954
-8.082E-11;68.263;80.818
-8.067E-11;68.284;80.670
-8.053E-11;68.295;80.528
-8.039E-11;68.352;80.393
-8.026E-11;68.422;80.260
-8.009E-11;68.461;80.090
-7.989E-11;68.480;79.889
-7.968E-11;68.500;79.685
-7.949E-11;68.557;79.490
-7.930E-11;68.650;79.299
-7.905E-11;68.708;79.050
-7.875E-11;68.729;78.751
-7.844E-11;68.766;78.445
-7.816E-11;68.915;78.161
-7.776E-11;69.053;77.761
-7.720E-11;69.102;77.195
-7.658E-11;69.136;76.579
-7.599E-11;69.181;75.992
-7.545E-11;69.201;75.447
-7.502E-11;69.209;75.018
-7.469E-11;69.249;74.690
-7.441E-11;69.284;74.412
-7.414E-11;69.293;74.136
-7.387E-11;69.315;73.871
-7.361E-11;69.352;73.611
-7.336E-11;69.373;73.356
-7.311E-11;69.404;73.114
-7.286E-11;69.483;72.858
-7.252E-11;69.522;72.524
-7.212E-11;69.550;72.115
-7.170E-11;69.564;71.696
-7.133E-11;69.629;71.331
-7.096E-11;69.715;70.956
-7.048E-11;69.746;70.482
-6.996E-11;69.764;69.956
-6.943E-11;69.801;69.433
-6.898E-11;69.833;68.984
-6.859E-11;69.840;68.586
-6.825E-11;69.845;68.249
-6.798E-11;69.843;67.980
-6.779E-11;69.848;67.787
-6.766E-11;69.848;67.658
-6.758E-11;69.849;67.580
-6.753E-11;69.864;67.526
-6.747E-11;69.902;67.470
-6.734E-11;69.920;67.341
-6.716E-11;69.929;67.163
-6.697E-11;69.948;66.967
-6.678E-11;69.956;66.776
-6.659E-11;69.969;66.593
-6.644E-11;69.972;66.445
-6.633E-11;69.970;66.332
-6.626E-11;69.969;66.261
-6.621E-11;69.970;66.215
-6.619E-11;69.968;66.188
-6.618E-11;69.969;66.178
-6.618E-11;69.968;66.182
-6.618E-11;69.968;66.183
-6.619E-11;69.972;66.193
-6.621E-11;69.970;66.206
-6.622E-11;69.975;66.217
-6.622E-11;70.023;66.215
-6.611E-11;70.070;66.109
-6.585E-11;70.091;65.851
-6.551E-11;70.102;65.508
-6.513E-11;70.103;65.133
-6.484E-11;70.105;64.842
-6.465E-11;70.105;64.651
-6.455E-11;70.106;64.546
-6.449E-11;70.107;64.492
-6.446E-11;70.108;64.461
-6.444E-11;70.109;64.442
-6.443E-11;70.111;64.429
-6.442E-11;70.113;64.420
-6.441E-11;70.110;64.413
-6.442E-11;70.110;64.415
-6.442E-11;70.110;64.419
-6.443E-11;70.111;64.433
-6.444E-11;70.110;64.441
-6.445E-11;70.111;64.454
-6.447E-11;70.118;64.473
-6.447E-11;70.167;64.466
-6.435E-11;70.194;64.351
-6.413E-11;70.211;64.125
-6.387E-11;70.207;63.870
-6.366E-11;70.252;63.658
-6.341E-11;70.395;63.414
-6.291E-11;70.471;62.908
-6.216E-11;70.500;62.156
-6.133E-11;70.517;61.329
-6.063E-11;70.515;60.633
-6.009E-11;70.522;60.095
-5.973E-11;70.596;59.731
-5.936E-11;70.647;59.364
-5.889E-11;70.661;58.890
-5.840E-11;70.665;58.403
-5.796E-11;70.666;57.959
-5.764E-11;70.675;57.636
-5.740E-11;70.731;57.399
-5.710E-11;70.806;57.097
-5.663E-11;70.837;56.634
-5.607E-11;70.849;56.075
-5.556E-11;70.855;55.565
-5.514E-11;70.855;55.144
-5.485E-11;70.865;54.851
-5.463E-11;70.925;54.628
-5.435E-11;70.963;54.349
-5.398E-11;70.978;53.976
-5.359E-11;70.985;53.586
-5.323E-11;70.987;53.233
-5.296E-11;71.000;52.960
-5.274E-11;71.041;52.738
-5.247E-11;71.069;52.472
-5.215E-11;71.079;52.151
-5.183E-11;71.094;51.834
-5.155E-11;71.152;51.548
-5.119E-11;71.190;51.190
-5.076E-11;71.205;50.761
-5.030E-11;71.213;50.298
-4.991E-11;71.226;49.908
-4.960E-11;71.281;49.597
-4.925E-11;71.321;49.251
-4.884E-11;71.336;48.839
-4.840E-11;71.341;48.397
-4.801E-11;71.343;48.007
-4.772E-11;71.391;47.719
-4.743E-11;71.491;47.426
-4.696E-11;71.554;46.955
-4.628E-11;71.572;46.283
-4.559E-11;71.580;45.588
-4.500E-11;71.581;45.000
-4.454E-11;71.641;44.539
-4.411E-11;71.698;44.105
-4.363E-11;71.722;43.627
-4.312E-11;71.731;43.119
-4.264E-11;71.768;42.639
-4.218E-11;71.822;42.182
-4.171E-11;71.891;41.706
-4.112E-11;71.920;41.123
-4.045E-11;71.923;40.453
-3.990E-11;71.938;39.895
-3.946E-11;71.986;39.456
-3.904E-11;72.078;39.041
-3.850E-11;72.123;38.499
-3.790E-11;72.137;37.900
-3.731E-11;72.146;37.312
-3.681E-11;72.153;36.810
-3.641E-11;72.211;36.408
-3.605E-11;72.247;36.047
-3.566E-11;72.247;35.657
-3.528E-11;72.259;35.281
-3.496E-11;72.265;34.959
-3.471E-11;72.269;34.706
-3.452E-11;72.303;34.521
-3.434E-11;72.347;34.343
-3.410E-11;72.378;34.096
-3.379E-11;72.394;33.794
-3.348E-11;72.397;33.478
-3.321E-11;72.401;33.209
-3.299E-11;72.443;32.993
-3.278E-11;72.493;32.776
-3.250E-11;72.515;32.498
-3.219E-11;72.518;32.192
-3.191E-11;72.529;31.912
-3.167E-11;72.550;31.675
-3.147E-11;72.620;31.472
-3.122E-11;72.651;31.218
-3.090E-11;72.666;30.899
-3.058E-11;72.672;30.581
-3.033E-11;72.681;30.327
-3.014E-11;72.673;30.139
-3.002E-11;72.673;30.015
-2.994E-11;72.672;29.939
-2.989E-11;72.693;29.894
-2.985E-11;72.715;29.846
-2.976E-11;72.738;29.764
-2.963E-11;72.749;29.634
-2.950E-11;72.757;29.497
-2.937E-11;72.754;29.372
-2.928E-11;72.754;29.282
-2.922E-11;72.757;29.217
-2.919E-11;72.765;29.189
-2.915E-11;72.803;29.147
-2.907E-11;72.822;29.071
-2.896E-11;72.820;28.961
-2.884E-11;72.829;28.840
-2.874E-11;72.830;28.735
-2.866E-11;72.831;28.661
-2.862E-11;72.831;28.620
-2.860E-11;72.832;28.597
-2.859E-11;72.844;28.586
-2.857E-11;72.892;28.566
-2.850E-11;72.921;28.500
-2.839E-11;72.934;28.393
-2.826E-11;72.942;28.260
-2.814E-11;72.948;28.138
-2.806E-11;72.943;28.060
-2.800E-11;72.948;28.004
-2.797E-11;72.981;27.968
-2.793E-11;73.064;27.927
-2.782E-11;73.112;27.823
-2.767E-11;73.133;27.667
-2.750E-11;73.138;27.502
-2.737E-11;73.142;27.367
-2.728E-11;73.161;27.276
-2.722E-11;73.175;27.216
-2.717E-11;73.239;27.169
-2.712E-11;73.304;27.120
-2.705E-11;73.331;27.047
-2.698E-11;73.343;26.976
-2.691E-11;73.345;26.911
-2.688E-11;73.342;26.876
-2.686E-11;73.348;26.855
-2.686E-11;73.380;26.855
-2.686E-11;73.447;26.864
-2.688E-11;73.498;26.875
-2.691E-11;73.512;26.908
-2.695E-11;73.520;26.948
-2.699E-11;73.523;26.990
-2.703E-11;73.524;27.030
-2.707E-11;73.524;27.069
-2.709E-11;73.524;27.095
-2.712E-11;73.524;27.121
-2.715E-11;73.523;27.149
-2.717E-11;73.524;27.174
-2.720E-11;73.523;27.196
-2.722E-11;73.523;27.220
-2.725E-11;73.525;27.248
-2.727E-11;73.552;27.275
-2.731E-11;73.596;27.311
-2.737E-11;73.642;27.370
-2.746E-11;73.683;27.463
-2.759E-11;73.730;27.588
-2.774E-11;73.743;27.742
-2.790E-11;73.750;27.899
-2.804E-11;73.749;28.043
-2.815E-11;73.749;28.147
-2.822E-11;73.755;28.223
-2.828E-11;73.766;28.282
-2.834E-11;73.797;28.336
-2.842E-11;73.819;28.416
-2.853E-11;73.885;28.529
-2.872E-11;73.942;28.720
-2.899E-11;73.965;28.993
-2.929E-11;73.974;29.290
-2.955E-11;73.972;29.548
-2.975E-11;73.981;29.749
-2.989E-11;73.978;29.890
-3.000E-11;73.981;29.996
-3.007E-11;74.002;30.071
-3.016E-11;74.039;30.155
-3.029E-11;74.099;30.290
-3.053E-11;74.145;30.534
-3.088E-11;74.158;30.884
-3.125E-11;74.170;31.246
-3.155E-11;74.173;31.554
-3.180E-11;74.174;31.797
-3.196E-11;74.169;31.956
-3.206E-11;74.190;32.063
-3.216E-11;74.237;32.164
-3.234E-11;74.296;32.336
-3.264E-11;74.319;32.636
-3.304E-11;74.333;33.040
-3.341E-11;74.336;33.408
-3.371E-11;74.338;33.710
-3.392E-11;74.336;33.923
-3.408E-11;74.352;34.075
-3.417E-11;74.363;34.166
-3.427E-11;74.409;34.273
-3.448E-11;74.461;34.484
-3.486E-11;74.526;34.859
-3.537E-11;74.573;35.375
-3.598E-11;74.588;35.982
-3.657E-11;74.595;36.574
-3.707E-11;74.598;37.070
-3.742E-11;74.648;37.420
-3.777E-11;74.757;37.767
-3.835E-11;74.843;38.351
-3.923E-11;74.873;39.225
-4.017E-11;74.889;40.169
-4.106E-11;74.896;41.060
-4.171E-11;74.972;41.713
-4.236E-11;75.086;42.361
-4.325E-11;75.163;43.253
-4.437E-11;75.191;44.372
-4.551E-11;75.205;45.514
-4.648E-11;75.282;46.478
-4.742E-11;75.489;47.424
-4.883E-11;75.634;48.833
-5.077E-11;75.690;50.768
-5.284E-11;75.710;52.836
-5.462E-11;75.759;54.621
-5.607E-11;75.919;56.066
-5.766E-11;76.093;57.658
-5.961E-11;76.169;59.612
-6.174E-11;76.203;61.744
-6.367E-11;76.229;63.668
-6.541E-11;76.405;65.408
-6.711E-11;76.583;67.115
-6.912E-11;76.653;69.119
-7.123E-11;76.680;71.233
-7.309E-11;76.720;73.087
-7.459E-11;76.872;74.594
-7.608E-11;77.010;76.076
-7.774E-11;77.064;77.744
-7.942E-11;77.088;79.415
-8.085E-11;77.120;80.846
-8.197E-11;77.211;81.972
-8.297E-11;77.290;82.969
-8.400E-11;77.322;84.005
-8.495E-11;77.334;84.947
-8.572E-11;77.351;85.720
-8.632E-11;77.460;86.317
-8.696E-11;77.566;86.959
-8.785E-11;77.614;87.845
-8.879E-11;77.625;88.792
-8.966E-11;77.691;89.661
-9.041E-11;77.858;90.413
-9.134E-11;77.997;91.336
-9.250E-11;78.047;92.496
-9.369E-11;78.073;93.689
-9.470E-11;78.166;94.701
