"Date and Time Run #23","Time (s) Run #23","Current (A) Run #23","Voltage (V) Run #23","Electron current (pA) Run #23"
02/02/2026 04:38:34 pm,0.000,4.325E-14,0.067,-0.043
02/02/2026 04:38:34 pm,0.100,4.630E-14,0.068,-0.046
02/02/2026 04:38:34 pm,0.200,5.155E-14,0.068,-0.052
02/02/2026 04:38:34 pm,0.300,5.135E-14,0.068,-0.051
02/02/2026 04:38:34 pm,0.400,5.225E-14,0.065,-0.052
02/02/2026 04:38:34 pm,0.500,5.159E-14,0.071,-0.052
02/02/2026 04:38:34 pm,0.600,5.148E-14,0.067,-0.051
02/02/2026 04:38:34 pm,0.700,5.076E-14,0.210,-0.051
02/02/2026 04:38:34 pm,0.800,4.510E-14,0.614,-0.045
02/02/2026 04:38:34 pm,0.900,4.254E-14,0.819,-0.043
02/02/2026 04:38:35 pm,1.000,4.579E-14,0.886,-0.046
02/02/2026 04:38:35 pm,1.100,4.625E-14,1.037,-0.046
02/02/2026 04:38:35 pm,1.200,4.534E-14,1.416,-0.045
02/02/2026 04:38:35 pm,1.300,4.937E-14,1.614,-0.049
02/02/2026 04:38:35 pm,1.400,4.867E-14,1.680,-0.049
02/02/2026 04:38:35 pm,1.500,4.587E-14,1.780,-0.046
02/02/2026 04:38:35 pm,1.600,4.685E-14,1.955,-0.047
02/02/2026 04:38:35 pm,1.700,4.778E-14,2.041,-0.048
02/02/2026 04:38:35 pm,1.800,4.664E-14,2.077,-0.047
02/02/2026 04:38:35 pm,1.900,4.640E-14,2.226,-0.046
02/02/2026 04:38:36 pm,2.000,4.553E-14,2.432,-0.046
02/02/2026 04:38:36 pm,2.100,4.603E-14,2.521,-0.046
02/02/2026 04:38:36 pm,2.200,4.590E-14,2.566,-0.046
02/02/2026 04:38:36 pm,2.300,4.618E-14,2.745,-0.046
02/02/2026 04:38:36 pm,2.400,4.495E-14,2.976,-0.045
02/02/2026 04:38:36 pm,2.500,4.633E-14,3.073,-0.046
02/02/2026 04:38:36 pm,2.600,4.576E-14,3.124,-0.046
02/02/2026 04:38:36 pm,2.700,4.474E-14,3.310,-0.045
02/02/2026 04:38:36 pm,2.800,4.426E-14,3.543,-0.044
02/02/2026 04:38:36 pm,2.900,4.614E-14,3.641,-0.046
02/02/2026 04:38:37 pm,3.000,4.426E-14,3.704,-0.044
02/02/2026 04:38:37 pm,3.100,4.219E-14,3.904,-0.042
02/02/2026 04:38:37 pm,3.200,4.470E-14,4.083,-0.045
02/02/2026 04:38:37 pm,3.300,3.975E-14,4.160,-0.040
02/02/2026 04:38:37 pm,3.400,4.458E-14,4.242,-0.045
02/02/2026 04:38:37 pm,3.500,4.342E-14,4.497,-0.043
02/02/2026 04:38:37 pm,3.600,4.644E-14,4.653,-0.046
02/02/2026 04:38:37 pm,3.700,4.348E-14,4.714,-0.043
02/02/2026 04:38:37 pm,3.800,4.347E-14,4.796,-0.043
02/02/2026 04:38:37 pm,3.900,4.001E-14,4.944,-0.040
02/02/2026 04:38:38 pm,4.000,4.071E-14,5.007,-0.041
02/02/2026 04:38:38 pm,4.100,4.147E-14,5.035,-0.041
02/02/2026 04:38:38 pm,4.200,4.598E-14,5.061,-0.046
02/02/2026 04:38:38 pm,4.300,4.126E-14,5.160,-0.041
02/02/2026 04:38:38 pm,4.400,4.421E-14,5.210,-0.044
02/02/2026 04:38:38 pm,4.500,4.567E-14,5.228,-0.046
02/02/2026 04:38:38 pm,4.600,4.276E-14,5.271,-0.043
02/02/2026 04:38:38 pm,4.700,4.904E-14,5.361,-0.049
02/02/2026 04:38:38 pm,4.800,4.308E-14,5.412,-0.043
02/02/2026 04:38:38 pm,4.900,4.259E-14,5.430,-0.043
02/02/2026 04:38:39 pm,5.000,4.193E-14,5.500,-0.042
02/02/2026 04:38:39 pm,5.100,3.989E-14,5.596,-0.040
02/02/2026 04:38:39 pm,5.200,3.712E-14,5.634,-0.037
02/02/2026 04:38:39 pm,5.300,3.727E-14,5.653,-0.037
02/02/2026 04:38:39 pm,5.400,3.369E-14,5.739,-0.034
02/02/2026 04:38:39 pm,5.500,3.597E-14,5.887,-0.036
02/02/2026 04:38:39 pm,5.600,3.643E-14,5.961,-0.036
02/02/2026 04:38:39 pm,5.700,3.267E-14,5.982,-0.033
02/02/2026 04:38:39 pm,5.800,3.420E-14,5.998,-0.034
02/02/2026 04:38:39 pm,5.900,3.538E-14,6.003,-0.035
02/02/2026 04:38:40 pm,6.000,3.584E-14,6.002,-0.036
02/02/2026 04:38:40 pm,6.100,3.003E-14,6.001,-0.030
02/02/2026 04:38:40 pm,6.200,3.950E-14,5.996,-0.040
02/02/2026 04:38:40 pm,6.300,4.073E-14,6.004,-0.041
02/02/2026 04:38:40 pm,6.400,4.025E-14,6.012,-0.040
02/02/2026 04:38:40 pm,6.500,3.684E-14,6.006,-0.037
02/02/2026 04:38:40 pm,6.600,4.119E-14,6.111,-0.041
02/02/2026 04:38:40 pm,6.700,4.341E-14,6.248,-0.043
02/02/2026 04:38:40 pm,6.800,3.768E-14,6.299,-0.038
02/02/2026 04:38:40 pm,6.900,3.746E-14,6.319,-0.037
02/02/2026 04:38:41 pm,7.000,3.889E-14,6.369,-0.039
02/02/2026 04:38:41 pm,7.100,4.116E-14,6.424,-0.041
02/02/2026 04:38:41 pm,7.200,4.279E-14,6.449,-0.043
02/02/2026 04:38:41 pm,7.300,4.325E-14,6.460,-0.043
02/02/2026 04:38:41 pm,7.400,4.120E-14,6.462,-0.041
02/02/2026 04:38:41 pm,7.500,4.475E-14,6.464,-0.045
02/02/2026 04:38:41 pm,7.600,4.341E-14,6.462,-0.043
02/02/2026 04:38:41 pm,7.700,4.285E-14,6.469,-0.043
02/02/2026 04:38:41 pm,7.800,4.248E-14,6.513,-0.042
02/02/2026 04:38:41 pm,7.900,4.030E-14,6.548,-0.040
02/02/2026 04:38:42 pm,8.000,4.375E-14,6.569,-0.044
02/02/2026 04:38:42 pm,8.100,4.329E-14,6.577,-0.043
02/02/2026 04:38:42 pm,8.200,4.064E-14,6.584,-0.041
02/02/2026 04:38:42 pm,8.300,3.774E-14,6.663,-0.038
02/02/2026 04:38:42 pm,8.400,3.912E-14,6.719,-0.039
02/02/2026 04:38:42 pm,8.500,4.325E-14,6.743,-0.043
02/02/2026 04:38:42 pm,8.600,4.060E-14,6.767,-0.041
02/02/2026 04:38:42 pm,8.700,4.620E-14,6.853,-0.046
02/02/2026 04:38:42 pm,8.800,4.607E-14,6.889,-0.046
02/02/2026 04:38:42 pm,8.900,4.854E-14,6.911,-0.049
02/02/2026 04:38:43 pm,9.000,4.080E-14,7.050,-0.041
02/02/2026 04:38:43 pm,9.100,4.119E-14,7.174,-0.041
02/02/2026 04:38:43 pm,9.200,3.911E-14,7.223,-0.039
02/02/2026 04:38:43 pm,9.300,4.404E-14,7.314,-0.044
02/02/2026 04:38:43 pm,9.400,4.373E-14,7.467,-0.044
02/02/2026 04:38:43 pm,9.500,4.800E-14,7.532,-0.048
02/02/2026 04:38:43 pm,9.600,4.565E-14,7.590,-0.046
02/02/2026 04:38:43 pm,9.700,4.569E-14,7.881,-0.046
02/02/2026 04:38:43 pm,9.800,3.811E-14,8.099,-0.038
02/02/2026 04:38:43 pm,9.900,4.025E-14,8.190,-0.040
02/02/2026 04:38:44 pm,10.000,3.837E-14,8.344,-0.038
02/02/2026 04:38:44 pm,10.100,3.767E-14,8.502,-0.038
02/02/2026 04:38:44 pm,10.200,3.762E-14,8.565,-0.038
02/02/2026 04:38:44 pm,10.300,4.318E-14,8.661,-0.043
02/02/2026 04:38:44 pm,10.400,4.056E-14,8.832,-0.041
02/02/2026 04:38:44 pm,10.500,4.185E-14,8.903,-0.042
02/02/2026 04:38:44 pm,10.600,4.043E-14,8.960,-0.040
02/02/2026 04:38:44 pm,10.700,4.082E-14,9.152,-0.041
02/02/2026 04:38:44 pm,10.800,3.754E-14,9.269,-0.038
02/02/2026 04:38:44 pm,10.900,4.076E-14,9.346,-0.041
02/02/2026 04:38:45 pm,11.000,4.028E-14,9.595,-0.040
02/02/2026 04:38:45 pm,11.100,3.887E-14,9.822,-0.039
02/02/2026 04:38:45 pm,11.200,4.039E-14,9.917,-0.040
02/02/2026 04:38:45 pm,11.300,3.682E-14,10.150,-0.037
02/02/2026 04:38:45 pm,11.400,3.667E-14,10.506,-0.037
02/02/2026 04:38:45 pm,11.500,3.967E-14,10.652,-0.040
02/02/2026 04:38:45 pm,11.600,4.420E-14,10.797,-0.044
02/02/2026 04:38:45 pm,11.700,4.233E-14,11.084,-0.042
02/02/2026 04:38:45 pm,11.800,3.925E-14,11.222,-0.039
02/02/2026 04:38:45 pm,11.900,4.080E-14,11.289,-0.041
02/02/2026 04:38:46 pm,12.000,3.997E-14,11.450,-0.040
02/02/2026 04:38:46 pm,12.100,3.966E-14,11.569,-0.040
02/02/2026 04:38:46 pm,12.200,4.135E-14,11.616,-0.041
02/02/2026 04:38:46 pm,12.300,4.579E-14,11.791,-0.046
02/02/2026 04:38:46 pm,12.400,4.591E-14,11.962,-0.046
02/02/2026 04:38:46 pm,12.500,3.998E-14,12.048,-0.040
02/02/2026 04:38:46 pm,12.600,3.702E-14,12.273,-0.037
02/02/2026 04:38:46 pm,12.700,2.972E-14,12.457,-0.030
02/02/2026 04:38:46 pm,12.800,1.954E-14,12.523,-0.020
02/02/2026 04:38:46 pm,12.900,1.387E-14,12.667,-0.014
02/02/2026 04:38:47 pm,13.000,7.678E-15,12.906,-0.008
02/02/2026 04:38:47 pm,13.100,-6.934E-15,13.005,0.007
02/02/2026 04:38:47 pm,13.200,-2.189E-14,13.182,0.022
02/02/2026 04:38:47 pm,13.300,-4.553E-14,13.470,0.046
02/02/2026 04:38:47 pm,13.400,-6.448E-14,13.591,0.064
02/02/2026 04:38:47 pm,13.500,-9.259E-14,13.763,0.093
02/02/2026 04:38:47 pm,13.600,-1.185E-13,14.067,0.119
02/02/2026 04:38:47 pm,13.700,-1.552E-13,14.194,0.155
02/02/2026 04:38:47 pm,13.800,-1.982E-13,14.356,0.198
02/02/2026 04:38:47 pm,13.900,-2.382E-13,14.580,0.238
02/02/2026 04:38:48 pm,14.000,-2.874E-13,14.677,0.287
02/02/2026 04:38:48 pm,14.100,-3.355E-13,14.789,0.336
02/02/2026 04:38:48 pm,14.200,-3.825E-13,14.996,0.383
02/02/2026 04:38:48 pm,14.300,-4.365E-13,15.097,0.436
02/02/2026 04:38:48 pm,14.400,-4.879E-13,15.272,0.488
02/02/2026 04:38:48 pm,14.500,-5.456E-13,15.558,0.546
02/02/2026 04:38:48 pm,14.600,-6.244E-13,15.689,0.624
02/02/2026 04:38:48 pm,14.700,-7.148E-13,15.901,0.715
02/02/2026 04:38:48 pm,14.800,-8.050E-13,16.067,0.805
02/02/2026 04:38:48 pm,14.900,-9.132E-13,16.151,0.913
02/02/2026 04:38:49 pm,15.000,-1.015E-12,16.295,1.015
02/02/2026 04:38:49 pm,15.100,-1.111E-12,16.399,1.111
02/02/2026 04:38:49 pm,15.200,-1.207E-12,16.453,1.207
02/02/2026 04:38:49 pm,15.300,-1.295E-12,16.662,1.295
02/02/2026 04:38:49 pm,15.400,-1.388E-12,16.837,1.388
02/02/2026 04:38:49 pm,15.500,-1.502E-12,16.913,1.502
02/02/2026 04:38:49 pm,15.600,-1.621E-12,17.100,1.621
02/02/2026 04:38:49 pm,15.700,-1.746E-12,17.251,1.746
02/02/2026 04:38:49 pm,15.800,-1.874E-12,17.311,1.874
02/02/2026 04:38:49 pm,15.900,-1.993E-12,17.461,1.993
02/02/2026 04:38:50 pm,16.000,-2.115E-12,17.645,2.115
02/02/2026 04:38:50 pm,16.100,-2.238E-12,17.720,2.238
02/02/2026 04:38:50 pm,16.200,-2.372E-12,17.864,2.372
02/02/2026 04:38:50 pm,16.300,-2.495E-12,18.023,2.495
02/02/2026 04:38:50 pm,16.400,-2.631E-12,18.087,2.631
02/02/2026 04:38:50 pm,16.500,-2.760E-12,18.195,2.760
02/02/2026 04:38:50 pm,16.600,-2.882E-12,18.325,2.882
02/02/2026 04:38:50 pm,16.700,-3.000E-12,18.375,3.000
02/02/2026 04:38:50 pm,16.800,-3.111E-12,18.418,3.111
02/02/2026 04:38:50 pm,16.900,-3.204E-12,18.541,3.204
02/02/2026 04:38:51 pm,17.000,-3.302E-12,18.601,3.302
02/02/2026 04:38:51 pm,17.100,-3.396E-12,18.645,3.396
02/02/2026 04:38:51 pm,17.200,-3.483E-12,18.780,3.483
02/02/2026 04:38:51 pm,17.300,-3.576E-12,18.852,3.576
02/02/2026 04:38:51 pm,17.400,-3.676E-12,18.886,3.676
02/02/2026 04:38:51 pm,17.500,-3.761E-12,18.990,3.761
02/02/2026 04:38:51 pm,17.600,-3.846E-12,19.056,3.846
02/02/2026 04:38:51 pm,17.700,-3.928E-12,19.115,3.928
02/02/2026 04:38:51 pm,17.800,-4.010E-12,19.358,4.010
02/02/2026 04:38:51 pm,17.900,-4.116E-12,19.531,4.116
02/02/2026 04:38:52 pm,18.000,-4.254E-12,19.617,4.254
02/02/2026 04:38:52 pm,18.100,-4.399E-12,19.825,4.399
02/02/2026 04:38:52 pm,18.200,-4.559E-12,19.957,4.559
02/02/2026 04:38:52 pm,18.300,-4.720E-12,20.055,4.720
02/02/2026 04:38:52 pm,18.400,-4.873E-12,20.305,4.873
02/02/2026 04:38:52 pm,18.500,-5.033E-12,20.448,5.033
02/02/2026 04:38:52 pm,18.600,-5.206E-12,20.509,5.206
02/02/2026 04:38:52 pm,18.700,-5.370E-12,20.722,5.370
02/02/2026 04:38:52 pm,18.800,-5.537E-12,20.917,5.537
02/02/2026 04:38:52 pm,18.900,-5.704E-12,21.010,5.704
02/02/2026 04:38:53 pm,19.000,-5.858E-12,21.124,5.858
02/02/2026 04:38:53 pm,19.100,-5.998E-12,21.212,5.998
02/02/2026 04:38:53 pm,19.200,-6.128E-12,21.250,6.128
02/02/2026 04:38:53 pm,19.300,-6.225E-12,21.388,6.225
02/02/2026 04:38:53 pm,19.400,-6.312E-12,21.517,6.312
02/02/2026 04:38:53 pm,19.500,-6.404E-12,21.567,6.404
02/02/2026 04:38:53 pm,19.600,-6.492E-12,21.586,6.492
02/02/2026 04:38:53 pm,19.700,-6.563E-12,21.616,6.563
02/02/2026 04:38:53 pm,19.800,-6.615E-12,21.685,6.615
02/02/2026 04:38:53 pm,19.900,-6.662E-12,21.717,6.662
02/02/2026 04:38:54 pm,20.000,-6.706E-12,21.770,6.706
02/02/2026 04:38:54 pm,20.100,-6.746E-12,21.916,6.746
02/02/2026 04:38:54 pm,20.200,-6.792E-12,22.005,6.792
02/02/2026 04:38:54 pm,20.300,-6.851E-12,22.035,6.851
02/02/2026 04:38:54 pm,20.400,-6.903E-12,22.055,6.903
02/02/2026 04:38:54 pm,20.500,-6.948E-12,22.207,6.948
02/02/2026 04:38:54 pm,20.600,-6.995E-12,22.392,6.995
02/02/2026 04:38:54 pm,20.700,-7.051E-12,22.466,7.051
02/02/2026 04:38:54 pm,20.800,-7.116E-12,22.502,7.116
02/02/2026 04:38:54 pm,20.900,-7.174E-12,22.624,7.174
02/02/2026 04:38:55 pm,21.000,-7.230E-12,22.710,7.230
02/02/2026 04:38:55 pm,21.100,-7.282E-12,22.742,7.282
02/02/2026 04:38:55 pm,21.200,-7.326E-12,22.754,7.326
02/02/2026 04:38:55 pm,21.300,-7.352E-12,22.758,7.352
02/02/2026 04:38:55 pm,21.400,-7.373E-12,22.783,7.373
02/02/2026 04:38:55 pm,21.500,-7.393E-12,22.825,7.393
02/02/2026 04:38:55 pm,21.600,-7.406E-12,22.839,7.406
02/02/2026 04:38:55 pm,21.700,-7.414E-12,22.919,7.414
02/02/2026 04:38:55 pm,21.800,-7.429E-12,23.078,7.429
02/02/2026 04:38:55 pm,21.900,-7.458E-12,23.144,7.458
02/02/2026 04:38:56 pm,22.000,-7.483E-12,23.169,7.483
02/02/2026 04:38:56 pm,22.100,-7.513E-12,23.293,7.513
02/02/2026 04:38:56 pm,22.200,-7.535E-12,23.496,7.535
02/02/2026 04:38:56 pm,22.300,-7.568E-12,23.566,7.568
02/02/2026 04:38:56 pm,22.400,-7.605E-12,23.632,7.605
02/02/2026 04:38:56 pm,22.500,-7.632E-12,23.719,7.632
02/02/2026 04:38:56 pm,22.600,-7.657E-12,23.752,7.657
02/02/2026 04:38:56 pm,22.700,-7.674E-12,23.765,7.674
02/02/2026 04:38:56 pm,22.800,-7.691E-12,23.772,7.691
02/02/2026 04:38:56 pm,22.900,-7.697E-12,23.809,7.697
02/02/2026 04:38:57 pm,23.000,-7.704E-12,23.855,7.704
02/02/2026 04:38:57 pm,23.100,-7.707E-12,23.904,7.707
02/02/2026 04:38:57 pm,23.200,-7.713E-12,24.001,7.713
02/02/2026 04:38:57 pm,23.300,-7.717E-12,24.047,7.717
02/02/2026 04:38:57 pm,23.400,-7.722E-12,24.084,7.722
02/02/2026 04:38:57 pm,23.500,-7.724E-12,24.190,7.724
02/02/2026 04:38:57 pm,23.600,-7.729E-12,24.248,7.729
02/02/2026 04:38:57 pm,23.700,-7.732E-12,24.275,7.732
02/02/2026 04:38:57 pm,23.800,-7.732E-12,24.353,7.732
02/02/2026 04:38:57 pm,23.900,-7.732E-12,24.413,7.732
02/02/2026 04:38:58 pm,24.000,-7.733E-12,24.435,7.733
02/02/2026 04:38:58 pm,24.100,-7.724E-12,24.498,7.724
02/02/2026 04:38:58 pm,24.200,-7.728E-12,24.617,7.728
02/02/2026 04:38:58 pm,24.300,-7.727E-12,24.670,7.727
02/02/2026 04:38:58 pm,24.400,-7.715E-12,24.737,7.715
02/02/2026 04:38:58 pm,24.500,-7.707E-12,24.857,7.707
02/02/2026 04:38:58 pm,24.600,-7.694E-12,24.911,7.694
02/02/2026 04:38:58 pm,24.700,-7.688E-12,24.960,7.688
02/02/2026 04:38:58 pm,24.800,-7.679E-12,25.014,7.679
02/02/2026 04:38:58 pm,24.900,-7.666E-12,25.031,7.666
02/02/2026 04:38:59 pm,25.000,-7.651E-12,25.078,7.651
02/02/2026 04:38:59 pm,25.100,-7.645E-12,25.179,7.645
02/02/2026 04:38:59 pm,25.200,-7.632E-12,25.225,7.632
02/02/2026 04:38:59 pm,25.300,-7.612E-12,25.268,7.612
02/02/2026 04:38:59 pm,25.400,-7.595E-12,25.382,7.595
02/02/2026 04:38:59 pm,25.500,-7.577E-12,25.435,7.577
02/02/2026 04:38:59 pm,25.600,-7.561E-12,25.454,7.561
02/02/2026 04:38:59 pm,25.700,-7.543E-12,25.529,7.543
02/02/2026 04:38:59 pm,25.800,-7.529E-12,25.594,7.529
02/02/2026 04:38:59 pm,25.900,-7.512E-12,25.618,7.512
02/02/2026 04:39:00 pm,26.000,-7.498E-12,25.629,7.498
02/02/2026 04:39:00 pm,26.100,-7.486E-12,25.631,7.486
02/02/2026 04:39:00 pm,26.200,-7.474E-12,25.675,7.474
02/02/2026 04:39:00 pm,26.300,-7.467E-12,25.758,7.467
02/02/2026 04:39:00 pm,26.400,-7.458E-12,25.799,7.458
02/02/2026 04:39:00 pm,26.500,-7.443E-12,25.816,7.443
02/02/2026 04:39:00 pm,26.600,-7.431E-12,25.834,7.431
02/02/2026 04:39:00 pm,26.700,-7.423E-12,25.896,7.423
02/02/2026 04:39:00 pm,26.800,-7.410E-12,25.951,7.410
02/02/2026 04:39:00 pm,26.900,-7.394E-12,25.964,7.394
02/02/2026 04:39:01 pm,27.000,-7.391E-12,25.970,7.391
02/02/2026 04:39:01 pm,27.100,-7.381E-12,26.012,7.381
02/02/2026 04:39:01 pm,27.200,-7.372E-12,26.124,7.372
02/02/2026 04:39:01 pm,27.300,-7.359E-12,26.238,7.359
02/02/2026 04:39:01 pm,27.400,-7.338E-12,26.275,7.338
02/02/2026 04:39:01 pm,27.500,-7.319E-12,26.290,7.319
02/02/2026 04:39:01 pm,27.600,-7.293E-12,26.298,7.293
02/02/2026 04:39:01 pm,27.700,-7.278E-12,26.313,7.278
02/02/2026 04:39:01 pm,27.800,-7.267E-12,26.360,7.267
02/02/2026 04:39:01 pm,27.900,-7.258E-12,26.381,7.258
02/02/2026 04:39:02 pm,28.000,-7.252E-12,26.394,7.252
02/02/2026 04:39:02 pm,28.100,-7.248E-12,26.393,7.248
02/02/2026 04:39:02 pm,28.200,-7.243E-12,26.426,7.243
02/02/2026 04:39:02 pm,28.300,-7.239E-12,26.465,7.239
02/02/2026 04:39:02 pm,28.400,-7.236E-12,26.479,7.236
02/02/2026 04:39:02 pm,28.500,-7.231E-12,26.484,7.231
02/02/2026 04:39:02 pm,28.600,-7.226E-12,26.488,7.226
02/02/2026 04:39:02 pm,28.700,-7.229E-12,26.510,7.229
02/02/2026 04:39:02 pm,28.800,-7.224E-12,26.540,7.224
02/02/2026 04:39:02 pm,28.900,-7.226E-12,26.558,7.226
02/02/2026 04:39:03 pm,29.000,-7.217E-12,26.566,7.217
02/02/2026 04:39:03 pm,29.100,-7.215E-12,26.575,7.215
02/02/2026 04:39:03 pm,29.200,-7.213E-12,26.626,7.213
02/02/2026 04:39:03 pm,29.300,-7.213E-12,26.704,7.213
02/02/2026 04:39:03 pm,29.400,-7.202E-12,26.734,7.202
02/02/2026 04:39:03 pm,29.500,-7.201E-12,26.753,7.201
02/02/2026 04:39:03 pm,29.600,-7.192E-12,26.754,7.192
02/02/2026 04:39:03 pm,29.700,-7.182E-12,26.757,7.182
02/02/2026 04:39:03 pm,29.800,-7.182E-12,26.788,7.182
02/02/2026 04:39:03 pm,29.900,-7.181E-12,26.829,7.181
02/02/2026 04:39:04 pm,30.000,-7.177E-12,26.841,7.177
02/02/2026 04:39:04 pm,30.100,-7.180E-12,26.843,7.180
02/02/2026 04:39:04 pm,30.200,-7.182E-12,26.848,7.182
02/02/2026 04:39:04 pm,30.300,-7.179E-12,26.853,7.179
02/02/2026 04:39:04 pm,30.400,-7.179E-12,26.876,7.179
02/02/2026 04:39:04 pm,30.500,-7.183E-12,26.929,7.183
02/02/2026 04:39:04 pm,30.600,-7.182E-12,26.965,7.182
02/02/2026 04:39:04 pm,30.700,-7.178E-12,26.980,7.178
02/02/2026 04:39:04 pm,30.800,-7.174E-12,26.981,7.174
02/02/2026 04:39:04 pm,30.900,-7.175E-12,26.986,7.175
02/02/2026 04:39:05 pm,31.000,-7.176E-12,27.017,7.176
02/02/2026 04:39:05 pm,31.100,-7.181E-12,27.115,7.181
02/02/2026 04:39:05 pm,31.200,-7.180E-12,27.183,7.180
02/02/2026 04:39:05 pm,31.300,-7.179E-12,27.217,7.179
02/02/2026 04:39:05 pm,31.400,-7.173E-12,27.229,7.173
02/02/2026 04:39:05 pm,31.500,-7.170E-12,27.238,7.170
02/02/2026 04:39:05 pm,31.600,-7.172E-12,27.266,7.172
02/02/2026 04:39:05 pm,31.700,-7.173E-12,27.351,7.173
02/02/2026 04:39:05 pm,31.800,-7.172E-12,27.398,7.172
02/02/2026 04:39:05 pm,31.900,-7.177E-12,27.413,7.177
02/02/2026 04:39:06 pm,32.000,-7.180E-12,27.415,7.180
02/02/2026 04:39:06 pm,32.100,-7.184E-12,27.415,7.184
02/02/2026 04:39:06 pm,32.200,-7.191E-12,27.495,7.191
02/02/2026 04:39:06 pm,32.300,-7.198E-12,27.596,7.198
02/02/2026 04:39:06 pm,32.400,-7.205E-12,27.632,7.205
02/02/2026 04:39:06 pm,32.500,-7.218E-12,27.654,7.218
02/02/2026 04:39:06 pm,32.600,-7.228E-12,27.663,7.228
02/02/2026 04:39:06 pm,32.700,-7.244E-12,27.660,7.244
02/02/2026 04:39:06 pm,32.800,-7.251E-12,27.681,7.251
02/02/2026 04:39:06 pm,32.900,-7.263E-12,27.762,7.263
02/02/2026 04:39:07 pm,33.000,-7.268E-12,27.798,7.268
02/02/2026 04:39:07 pm,33.100,-7.283E-12,27.817,7.283
02/02/2026 04:39:07 pm,33.200,-7.300E-12,27.825,7.300
02/02/2026 04:39:07 pm,33.300,-7.311E-12,27.827,7.311
02/02/2026 04:39:07 pm,33.400,-7.329E-12,27.830,7.329
02/02/2026 04:39:07 pm,33.500,-7.341E-12,27.857,7.341
02/02/2026 04:39:07 pm,33.600,-7.357E-12,27.979,7.357
02/02/2026 04:39:07 pm,33.700,-7.375E-12,28.058,7.375
02/02/2026 04:39:07 pm,33.800,-7.408E-12,28.088,7.408
02/02/2026 04:39:07 pm,33.900,-7.437E-12,28.099,7.437
02/02/2026 04:39:08 pm,34.000,-7.468E-12,28.107,7.468
02/02/2026 04:39:08 pm,34.100,-7.494E-12,28.106,7.494
02/02/2026 04:39:08 pm,34.200,-7.516E-12,28.105,7.516
02/02/2026 04:39:08 pm,34.300,-7.531E-12,28.104,7.531
02/02/2026 04:39:08 pm,34.400,-7.542E-12,28.105,7.542
02/02/2026 04:39:08 pm,34.500,-7.554E-12,28.138,7.554
02/02/2026 04:39:08 pm,34.600,-7.571E-12,28.177,7.571
02/02/2026 04:39:08 pm,34.700,-7.584E-12,28.193,7.584
02/02/2026 04:39:08 pm,34.800,-7.607E-12,28.198,7.607
02/02/2026 04:39:08 pm,34.900,-7.630E-12,28.198,7.630
02/02/2026 04:39:09 pm,35.000,-7.652E-12,28.212,7.652
02/02/2026 04:39:09 pm,35.100,-7.670E-12,28.293,7.670
02/02/2026 04:39:09 pm,35.200,-7.693E-12,28.353,7.693
02/02/2026 04:39:09 pm,35.300,-7.724E-12,28.377,7.724
02/02/2026 04:39:09 pm,35.400,-7.763E-12,28.383,7.763
02/02/2026 04:39:09 pm,35.500,-7.803E-12,28.390,7.803
02/02/2026 04:39:09 pm,35.600,-7.831E-12,28.416,7.831
02/02/2026 04:39:09 pm,35.700,-7.863E-12,28.483,7.863
02/02/2026 04:39:09 pm,35.800,-7.897E-12,28.515,7.897
02/02/2026 04:39:09 pm,35.900,-7.934E-12,28.526,7.934
02/02/2026 04:39:10 pm,36.000,-7.973E-12,28.533,7.973
02/02/2026 04:39:10 pm,36.100,-8.004E-12,28.564,8.004
02/02/2026 04:39:10 pm,36.200,-8.038E-12,28.593,8.038
02/02/2026 04:39:10 pm,36.300,-8.071E-12,28.605,8.071
02/02/2026 04:39:10 pm,36.400,-8.102E-12,28.618,8.102
02/02/2026 04:39:10 pm,36.500,-8.133E-12,28.647,8.133
02/02/2026 04:39:10 pm,36.600,-8.163E-12,28.683,8.163
02/02/2026 04:39:10 pm,36.700,-8.193E-12,28.714,8.193
02/02/2026 04:39:10 pm,36.800,-8.236E-12,28.735,8.236
02/02/2026 04:39:10 pm,36.900,-8.274E-12,28.738,8.274
02/02/2026 04:39:11 pm,37.000,-8.310E-12,28.802,8.310
02/02/2026 04:39:11 pm,37.100,-8.350E-12,28.921,8.350
02/02/2026 04:39:11 pm,37.200,-8.415E-12,28.971,8.415
02/02/2026 04:39:11 pm,37.300,-8.497E-12,29.005,8.497
02/02/2026 04:39:11 pm,37.400,-8.586E-12,29.067,8.586
02/02/2026 04:39:11 pm,37.500,-8.676E-12,29.099,8.676
02/02/2026 04:39:11 pm,37.600,-8.758E-12,29.112,8.758
02/02/2026 04:39:11 pm,37.700,-8.822E-12,29.138,8.822
02/02/2026 04:39:11 pm,37.800,-8.885E-12,29.230,8.885
02/02/2026 04:39:11 pm,37.900,-8.953E-12,29.287,8.953
02/02/2026 04:39:12 pm,38.000,-9.038E-12,29.304,9.038
02/02/2026 04:39:12 pm,38.100,-9.128E-12,29.337,9.128
02/02/2026 04:39:12 pm,38.200,-9.209E-12,29.408,9.209
02/02/2026 04:39:12 pm,38.300,-9.303E-12,29.451,9.303
02/02/2026 04:39:12 pm,38.400,-9.400E-12,29.475,9.400
02/02/2026 04:39:12 pm,38.500,-9.493E-12,29.475,9.493
02/02/2026 04:39:12 pm,38.600,-9.558E-12,29.470,9.558
